text,labels
"I'm so excited to go on a hike this weekend! I've been planning this for weeks, and the weather is perfect.",6
"I'm so sad that my pet dog passed away. He was my best friend, and I'll miss him so much.",3
I'm afraid to tell my parents about my recent job loss. I don't want to worry them or disappoint them.,2
"The sunsets are truly breathtaking, painting the sky in vibrant hues of orange and pink.",0
I feel so angry every time I think of how he betrayed me.,1
The thought of public speaking makes me so nervous that my heart starts to pound.,2
I'm so disappointed that she didn't show up to my party as promised.,3
I can't believe how rude those people were at the restaurant!,5
The concert last night was amazing! I can't wait to go again.,6
"The weather is nice today, so we're going to the park.",7
"Wow, she's just announced that she's quitting her job! I didn't see that coming.",4
It's such a relief to have finished all this paperwork.,7
I'm so sad that my grandmother passed away last week.,3
I just got a huge promotion at work! I'm over the moon.,0
That politician's actions disgust me; it's unbelievable.,5
The unexpected power outage left us in the dark for hours.,7
He just walked out without saying goodbye; what's going on?,4
I feel like everything is going wrong lately.,3
I'm so proud of the team for winning the championship.,0
The smell of rotten eggs filled the subway; it was awful.,5
There's a new coffee shop that just opened in town.,7
I can't believe she got away with it; it's totally unfair!,1
Seeing the sunset with my friends made me feel warm inside.,0
The unexpected news that I've been accepted to my dream school.,4
I'm feeling pretty neutral about the situation; it's not good or bad.,7
I'm so glad that the storm didn't cause any damage.,0
The noise from the construction outside is driving me insane.,1
I'm dreading going on that plane; it always makes me feel scared.,2
"The sun sets beautifully over the beach, painting the sky in shades of orange and pink.",0
It's frustrating that the train is always late by at least 15 minutes.,1
The sound of thunder made me shiver in fear of what might happen next.,2
I couldn't help but feel sad as I watched my pet dog slowly fade away.,3
I was utterly surprised when I found out I had won the lottery!,4
The smell of rotten food in the garbage bin made me feel disgusted.,5
The excitement in the stadium was palpable as the final whistle blew.,6
"The meeting agenda is scheduled as follows: presentation at 10 AM, discussion at 11 AM, and conclusion at 12 PM.",7
Hearing the good news about her acceptance into the university brought a huge smile to my face.,0
The long commute in heavy traffic is making me incredibly impatient.,1
"The dark, stormy night made me feel unsafe and anxious.",2
The loss of her job left her feeling very down and lost.,3
The sudden burst of fireworks at night startled me into a jump.,4
The moldy food at the buffet made me feel sick to my stomach.,5
The team's victory at the championship was met with thunderous applause.,6
The city's annual budget for next year is $50 million.,7
The joy of seeing my niece after a long time is immeasurable.,0
Dealing with the incompetent customer service representative left me seething with rage.,1
The creaky floorboards under my feet made me feel uneasy in the attic.,2
The loss of his keys left him stranded and helpless in the airport.,3
The baby's laughter brought unexpected delight to my day.,0
The rude comment from the boss made me feel insulted and betrayed.,1
The impending storm on the horizon made her heart race with anxiety.,2
The passing of my grandfather left an indelible sadness in my heart.,3
"The loud, unexpected knock at the door made him jump out of his skin.",4
The spoiled meat at the grocery store caused my stomach to churn.,5
The thrilling victory over the rival team was an unforgettable experience.,6
The new library is expected to open its doors next month with an extensive collection of books.,7
I just won a trip to Hawaii! I can't believe it!,0
This is the worst day of my life. Everything is going wrong.,3
I'm so angry at the service I received today. It was completely unacceptable.,1
The news about the local factory closing down is terrifying. What will happen to all those families?,2
I can't believe I just missed my flight. This is such a surprise.,4
The smell of that food is absolutely revolting. I don't know how anyone can eat it.,5
I'm so excited for the concert tonight! My favorite band is playing.,6
"The weather is perfect today, but I have to work inside all day.",7
I just found out I got the promotion! I'm over the moon!,0
The traffic this morning was a nightmare. I’m so frustrated.,1
I'm so scared about the upcoming exam. I don't think I’m prepared enough.,2
I just heard that my favorite artist passed away. I’m devastated.,3
The dog just jumped over the fence and ran away. I’m in shock.,4
"The new coffee shop in town smells amazing, but the prices are ridiculous.",7
I’m so disgusted by the state of the public restrooms in this city. It’s terrible.,5
I can't wait to see the new exhibit at the museum. It’s going to be amazing!,6
The meeting was rescheduled for next week. I have a bit more time to prepare.,7
I’m so happy to have found a new best friend. We have so much in common.,0
I’m furious at the company for not addressing the safety concerns. It’s inexcusable.,1
The possibility of losing my job is causing me a lot of anxiety. I don’t know what to do.,2
I just read the most beautiful poem. It made me cry with joy.,0
I’m so surprised that the project was completed so quickly. We did a great job.,4
I’m feeling really down today. Nothing seems to be going right.,3
"The smell of that fish is so strong, it’s making me feel nauseous.",5
I’m so excited to start my new job next week. I can’t wait to get started.,6
I can't believe I finally landed my dream job! This is the best day of my life!,0
"The traffic is so frustrating today, I'm already late for my meeting and it's just pouring rain!",1
"I heard a loud noise coming from the attic, and it made me jump out of my skin. I’m so scared to go up there.",2
Losing my grandfather was one of the most difficult moments in my life. I miss him so much.,3
What?! They just announced that they’re going to the moon next year? That’s incredible!,4
The smell of the garbage truck as it passes by is absolutely unbearable. I can’t stand it.,5
I'm so excited about the upcoming concert! I've been waiting for this for months!,6
The weather forecast predicts a 70% chance of rain tomorrow. Bring an umbrella if you’re going out.,7
I'm so happy to see my best friend after all these years. It feels like no time has passed!,0
The customer service at this place is atrocious! They couldn’t care less about their customers.,1
"I’m so anxious about my upcoming exam. I’ve studied so much, but I’m still not sure if I’m ready.",2
The news of the company’s bankruptcy hit me hard. I’m worried about the future of my colleagues and friends.,3
I just saw a UFO in the sky! I can’t believe my eyes!,4
"The food at this restaurant is terrible. The service is slow, and the taste is just awful.",5
I’m so excited to start my new project. I’ve been planning this for a long time!,6
The temperature today is expected to reach 25 degrees Celsius. That’s a perfect day for a picnic.,7
I’m so grateful for all the support I’ve received from my friends and family. They mean the world to me.,0
The traffic on the highway is a nightmare during rush hour. It’s a waste of time and energy.,1
I’m afraid to speak in front of large crowds. My heart races every time I have to do it.,2
Saying goodbye to my pet was the hardest thing I’ve ever done. I’ll always remember the good times.,3
I just won a trip to Hawaii! I’m in shock and can’t believe my luck!,4
The smell of sewage in the street is making me feel nauseous. I can’t stand it for much longer.,5
I’m so excited to meet my new colleagues. I can’t wait to get started with the team!,6
The local park will be open 24/7 during the summer. It’s a great place for a late-night walk.,7
I’m so happy that my brother is getting married! I’ve always known he was a catch.,0
The long lines at the post office are driving me crazy. I can’t stand this inefficiency.,1
"I’m terrified of the dark. Even as an adult, I still feel uneasy in a completely dark room.",2
"I had the best day when I received my promotion at work! Everyone was so supportive, and I couldn't contain my smile.",0
I'm so frustrated with this traffic jam; it's making me completely lose my patience.,1
I started feeling my heart race as I walked through the dark alley; it was really scary.,2
I can't believe I lost my wallet and phone today. It's been such a long and depressing day.,3
The scientist just announced a cure for癌症! I can't believe we've achieved this breakthrough.,4
"Ugh, the taste of that rotten egg was absolutely revolting. I hope I never have to deal with that again.",5
"I won the lottery last week, and I'm jumping out of excitement! The future feels so bright right now.",6
"The train arrived on time as expected, and I had a smooth ride to the destination.",7
"When my team won the championship, the crowd erupted in cheers, and I felt a rush of immense happiness.",0
"There's something wrong with my car's engine, and I'm getting so angry because it always happens at the worst times.",1
"I saw a shadow moving in my peripheral vision last night, and I immediately froze in terror.",2
"I found out my close friend has been lying to me for months, and it broke my heart into pieces.",3
"You will never believe what happened! I woke up this morning, and there was a golden parachute floating outside my window.",4
The food at this restaurant tasted like spoiled fish mixed with rotten vegetables; I was disgusted beyond belief.,5
"I got offered a scholarship to my dream university, and I'm buzzing with excitement about the opportunities ahead.",6
"The meeting started at 10 AM as scheduled, and the agenda was discussed point by point.",7
"On my birthday, my friends organized a surprise party with all my favorite food and drinks. I was overjoyed!",0
"The traffic lights are malfunctioning, and I've been waiting for 20 minutes. This is incredibly frustrating.",1
I was hiking in the mountains and saw a bear suddenly run towards me; my heart stopped for a second.,2
I had to break up with my partner after months of long-distance dating; it just wasn't working out.,3
I turned on my television and saw a news report about a meteor falling from the sky—how bizarre is that!,4
"That cheesy pop song played in the gym, and it was so terrible; I almost threw up from how awful it sounded.",5
"My team won the hackathon with our innovative project, and I'm thrilled about our success and recognition.",6
"The company reported its annual financial results, and everything was in line with expectations.",7
"I received an email from a long-lost friend, and we caught up over coffee. Life is full of beautiful moments like these.",0
"The construction site across my building started at 5 AM, and the noise is making me want to scream!",1
I heard a sound coming from inside my house while I was away. It was the creepiest feeling.,2
I realized today that my savings account had a typo causing the loss of thousands of dollars; I feel so low right now.,3
"I walked into a room, and everyone was cheering for an achievement I was completely unaware of. What a shock!",4
That smell coming from the kitchen is indescribably foul; it's like someone left a rotten banana in there forever.,5
I just finalized a deal worth millions of dollars after months of hard work; my energy is sky-high right now!,6
"The weather report says it will rain tomorrow, but there won't be any major disruptions to daily activities.",7
"I just received the most amazing news today! My application was approved, and I'm going to be a part of this incredible project. I couldn't be happier right now.",0
The traffic is horrible today. I can't believe I'm stuck in this jam and late for my meeting. Why does this always happen to me?,1
Heard about the upcoming storms? I really hope it doesn't cause any damage to my house. The forecast looks pretty bad.,2
"It's been a week since my pet passed away, and I still can't come to terms with the loss. Everything reminds me of them.",3
I can't believe I finally met my favorite celebrity! They were even nicer than I imagined. Today is just amazing!,4
The smell in this dumpster is absolutely terrible. It's making me feel so nauseous.,5
"I'm so excited for the concert tonight! I've been waiting months, and it's finally here. Let's go!",6
The new policy states that all employees must adhere to the updated guidelines by the end of the month.,7
This cake tastes incredible. The combination of flavors is just perfect.,0
I'm really annoyed with this broken printer. It never works when I need it to.,1
I'm getting a bit worried about my upcoming presentation. What if I mess up?,2
"It's raining again, and I was planning to have a picnic in the park. Now I have to cancel.",3
I just found out I got tickets to the sold-out show! I can't believe my luck!,4
The bathroom needs a thorough cleaning. It's starting to smell really bad in here.,5
I can barely contain my excitement for the weekend. We're going on a trip to the beach!,6
The report outlines the quarterly earnings and financial projections for the company.,7
I love this new book I'm reading. It's so engaging and thought-provoking.,0
Dealing with rude customers all day is really taking a toll on me.,1
"I'm scared of heights, and the thought of skydiving terrifies me.",2
Missing my family during the holidays is hitting me harder than I expected.,3
I just saw a deer cross the road right in front of my car! That was unexpected.,4
The leftovers in the fridge have gone bad and smell horrible.,5
I'm really looking forward to trying out the new coffee shop downtown.,6
The instructions for assembling the furniture are quite detailed.,7
I can't believe how much fun we had at the party last night. Everyone was laughing and having a blast!,0
This report is awful. The data is completely incorrect and the analysis makes no sense!,1
The thunderstorm coming our way is terrifying. I hope it doesn't flood our streets.,2
I lost my job yesterday and I don't know how I'll pay my bills this month.,3
I just saw a squirrel wearing a tiny vest! I didn't expect to see that this morning.,4
"The smell of rotten eggs filled the room, making me feel nauseous.",5
I just secured a promotion at work. I'm so excited to take on this new challenge!,6
The sky is blue and the birds are flying. Today is a nice day.,7
"I feel like every time something goes right, something else goes wrong afterward.",3
It's so frustrating that my computer crashes every time I try to play the new game.,1
"The fireworks display was stunning, with all the colors lighting up the night sky.",0
I heard that my friend's sister is getting married next week. It's such wonderful news!,6
The horror film was so scary that I had to look away from the screen.,2
The taste of this new recipe is so weird; it's almost like something is missing.,5
My cat just jumped up on the windowsill and stared outside. Cats never cease to amaze.,4
"The temperature has dropped significantly, and I find myself shivering in my coat.",7
"The concert ticket prices have skyrocketed, and it feels like a waste to spend so much.",1
Receiving a letter from a long-lost friend was a joyous moment. We reminisced about old times.,0
"The thought of public speaking makes me anxious, and I feel my heart racing.",2
"The politician made a statement that goes against everything I believe in, and I'm angry about it.",1
"The aroma of freshly baked cookies wafted from the kitchen, making my mouth water.",0
"I received a speeding ticket, which was quite a shock given that I was driving well within the limit.",4
"She accidentally dropped her food on the ground, and it was quite revolting to watch.",5
"The meeting was long and tedious, but there wasn't really much to take away from it.",7
The children were overjoyed when they received their new bicycles.,0
It was frustrating to find out the project deadline had been moved up by a week.,1
The sudden thunderstorm frightened everyone in the picnic.,2
She looked sad as she said goodbye to her long-time friend.,3
"When I walked into the room, I was shocked to see a spider web the size of my head.",4
The smell of rotten eggs made me gag.,5
The audience cheered as the performer started to juggle fire.,6
Today's weather report predicts intermittent rain.,7
His expression remained calm despite the chaos going on around him.,7
She felt a wave of happiness as the baby took its first step.,0
The unfair decision made me feel enraged and angry.,1
The sound of the fire alarm made us all feel uneasy.,2
He seemed melancholy as he gazed at the empty chair where she used to sit.,3
The sudden news left everyone in the conference room stunned in silence.,4
The taste of the spoiled food made me want to vomit.,5
The crowd roared in excitement as the athletes crossed the finish line.,6
The city council is scheduled to discuss the new zoning laws next month.,7
His poker face didn't reveal any emotion as he looked at his cards.,7
The baby was thrilled by the colorful balloons at the party.,0
The injustice in the system made her feel livid and indignant.,1
The eerie silence of the abandoned house gave me chills.,2
She wore a somber expression as she mourned the loss of her grandmother.,3
"Upon winning the lottery, he could barely believe his luck.",4
The sight of the moldy vegetables in the refrigerator sickened him.,5
The fans cheered excitedly as the superhero movie trailer was shown at the cinema.,6
The report outlined the changes scheduled for the upcoming fiscal year.,7
Her demeanor remained composed even during the heated debate.,7
"The sun sets behind the mountains, casting a warm glow over the valley.",0
I feel so annoyed that my flight was delayed for another hour.,1
The thought of public speaking makes me feel physically ill and anxious.,2
Losing my keys has caused me the biggest headache of the week.,3
The sudden announcement of the new CEO caught me completely off guard.,4
The smell of burnt food made me recoil in disgust.,5
I am so excited to attend the concert tomorrow night!,6
The weather report predicts rain for the entire week.,7
The puppy wagged its tail so joyfully as I greeted it.,0
I'm furious because my proposal was rejected without any feedback.,1
"The haunted house experience was too spooky, making my heart race.",2
"My friend couldn't make it to the movie, and I'm feeling quite down.",3
The surprise party was filled with unexpected guests and gifts.,4
The mold growing on the cheese made me want to vomit.,5
I am brimming with anticipation as we count down to the launch.,6
The cat is sleeping in a sunny spot on the windowsill.,7
The children laughed and played on the swings joyfully.,0
I am livid that my team is ignoring my efforts.,1
The sound of thunderstorm approaching brought shivers down my spine.,2
The sad news of the employee's resignation left a heavy feeling in my chest.,3
Winning the game was not as exciting as I had hoped.,4
The sight of dirty socks in the bathroom was revolting.,5
I am thrilled to start a new chapter at this new job.,6
"The library is a quiet place filled with books, and the patrons are all focused on reading.",7
The baby giggled uncontrollably at the funny faces I was making.,0
I can't believe they won the championship! This team has been incredible all season...,6
It's an ordinary day at the office. Just reviewing financial reports again...,7
They canceled our flight without any prior notice. How rude and unprofessional!,1
I'm so frightened of the prospect of public speaking. What if I mess up in front of everyone?,2
You're amazing – your kindness makes my day so much better. Thank you!,0
I'm utterly shocked by this news. Who would have thought it would happen?,4
The city smells like something burnt. What could have happened? It's disgusting.,5
"We've been working on this project for months, and everything seems to be falling apart...",3
"The sun is shining brilliantly, and the birds are chirping. Life is good right now.",0
It's just a scientific fact that water boils at 100 degrees Celsius.,7
I'm so livid at how they treat us. It's utterly unjust and unacceptable.,1
"I was terrified to jump off the cliff, but I did it – and it was exhilarating!",2
This gift she gave me was so thoughtful. It meant the world to me; thank you from the bottom of my heart.,0
What an unexpected turn of events! I never would have imagined something like this.,4
The taste of that meal made me feel nauseous. How can anyone eat that willingly?,5
We've lost our home in the fire. It's heartbreaking to see everything we built gone.,3
I've been running all day without taking a break – it's just part of the job description.,7
How dare you insult me like that? This is absolutely unacceptable behavior.,1
I'm terrified of the impending deadline. There's simply too much to do.,2
She's the most amazing person I've ever met. What a gift it is to have her in my life!,0
"We just won the lottery! I thought we'd hit rock bottom, but this is insane – what a turn of events!",4
The smell of the hospital was overwhelming. It was almost unbearable.,5
"I worked so hard to learn this new skill, but I keep failing. It's quite disheartening.",3
The current weather pattern is highly unusual for this time of year.,7
I can't believe you'd betray me like this. I thought we were friends.,1
"The sun rose beautifully over the horizon, painting the sky in hues of orange and pink.",0
I found out I won the lottery this morning and I can't wait to plan my vacation!,6
"The traffic was horrendous, and I’m late for my meeting; this day couldn't be any worse.",1
"After hours of searching, I finally found my misplaced keys.",0
The sudden loud noise made me jump and nearly fell off my chair.,4
The weather forecast predicts rain for the weekend.,7
The movie was completely unexpected and left me in awe of the director's creativity.,4
"I spilled coffee all over my new shirt, now I have to go to the dry cleaners.",5
It's my birthday and my best friends surprised me with a party yesterday.,0
"I have to go to the dentist, but at least I booked an appointment with my preferred doctor.",7
"I just saw a skunk in my front yard, and I’m not sure if it's a sign or just a skunk.",4
The teacher returned the graded exams; I got an A on my history paper.,0
I had a terrible breakup yesterday and I’m still trying to come to terms with it.,3
"It’s a beautiful day out, so I decided to take a hike in the park.",7
"The dog ate my favorite pair of shoes, I’m so disappointed.",5
I’ve been waiting for this opportunity for a long time.,6
I just received an email from my boss saying I’m being promoted.,0
The sound of thunder made me feel uneasy and scared.,2
I got caught in the rain today and now I have to iron my clothes.,7
"That last rollercoaster ride was so thrilling, it left me with butterflies.",6
I’ve been going to therapy for the past few months and it’s helping me cope better.,7
I just got tickets to my favorite band's concert! I've been waiting for months.,6
I can't believe I got the job! All my hard work paid off.,0
"The new restaurant in town is amazing, the service was top-notch.",0
I'm so furious with the customer service representative today.,1
"The cake was so disgusting, I had to spit it out.",5
Did you hear about the earthquake last night? I'm really worried.,2
"The movie ended so abruptly, what a wasted potential.",3
I'm so excited for my trip to Hawaii tomorrow. Can't wait!,6
"The weather is perfect today. Not too hot, not too cold.",0
I can't believe he canceled the meeting at the last minute again.,1
I have to finish this project by tomorrow. I'm so stressed.,2
I just found out my favorite book is being turned into a movie!,6
She finally agreed to go on a date with me! I'm thrilled.,0
"This traffic is terrible, I'm going to be late for sure.",1
I just saw the cutest puppy on my walk. It was so fluffy!,0
I'm really dreading the presentation tomorrow. I'm so nervous.,2
The food at this party is awful. I can't eat this.,5
I just got engaged to the love of my life! Best day ever.,0
I'm so upset that my flight got delayed. I miss my connection.,3
I can't wait to see my family for the holidays. It's been too long.,6
"The news about the economy is getting worse, I'm really scared.",2
The hotel room was filthy and smelled terrible. Unbelievable!,5
I just graduated from college! Four years of hard work done.,0
I'm so angry about the way I was treated at the store today.,1
The test was much harder than I expected. I'm really worried.,2
I just got a promotion at work! This is the best day ever!,0
I can't believe my team lost the championship in the last second.,3
Why do I always have to deal with this? It's so frustrating!,1
The thought of public speaking terrifies me. I'm sure I'll mess up.,2
Look at that amazing sunset! It's absolutely breathtaking!,6
I think this is one of the most disgusting things I've ever seen.,5
I'm not sure how I feel about this situation. It's complex.,7
I can't believe my best friend is moving away. I'm going to miss them so much.,3
I just won the lottery! My life is about to change forever!,0
"The presentation didn't go well, and I can't stop overthinking it.",2
This pizza is the worst I've ever tasted. It's disgustingly salty.,5
My favorite band is coming to town next month! I can't wait!,6
"I'm really stressed about the upcoming exam. I know I'll do well, but I'm still nervous.",2
It's raining again. I guess I'll just stay in and read a book.,7
I can't believe someone said that to my face. It's so anger-inducing!,1
I found a $20 bill on the street. What are the odds?,4
My daughter just passed her driving test. I couldn't be prouder!,0
I hate flying. The thought of turbulence makes me so anxious.,2
The new tech gadgets are incredible. I can't stop thinking about them!,4
I don't understand why people are making such a big deal about this. It's just a fact.,7
I feel so low today. I don't know how to snap out of this sadness.,3
The party was so much fun! Everyone had a great time.,0
I'm so angry at this traffic. We'll never get where we're going at this rate!,1
I'm just here to buy some groceries. There's nothing particularly exciting or emotional about it.,7
"I can't believe I finally got that job I've been dreaming of! All my hard work paid off, and I'm beyond excited to start this new chapter in my life.",6
"The concert was absolutely amazing! The band performed all their hits, and the crowd was so energetic. What a night to remember!",0
The results of the election were shocking. I never thought the underdog candidate would win by such a landslide.,4
"After waiting for hours in line, they told us the concert was sold out. Unbelievable! What a waste of time.",1
I just watched a video of a cute puppy playing with a kitten. It's so adorable and made me smile.,0
"The spider crawled across my hand, and I couldn't shake the feeling of dread. It was horrifying!",2
The new policy at work is making it harder for employees to take breaks. It's really frustrating.,1
The sunset on the beach was breathtaking. The colors were so vivid and peaceful.,0
"The exam was much harder than I expected. I studied for weeks, but I'm still worried I didn't do well.",2
I just received the best news ever! My family is coming to visit after years of being apart.,0
The smell of rotten food in the trash is unbearable. It's making me feel sick.,5
"The football game went into overtime, and my team scored the winning touchdown. What a thrilling end!",6
"I've been trying to fix this broken chair for hours, but nothing seems to work. This is so annoying.",1
I'm really nervous about the upcoming presentation. I hope I don't mess it up in front of everyone.,2
The baby laughed uncontrollably when the clown made a funny face. It was so sweet.,0
The company is laying off hundreds of employees due to financial difficulties. It's such sad news.,3
I accidentally spilled coffee all over my new shirt. Now I have to change before the meeting.,1
The fireworks display was incredible! The colors lit up the entire sky.,0
I can't believe the prices of groceries have gone up again. It's getting impossible to afford basic items.,1
The news about the natural disaster is heartbreaking. So many people have lost their homes.,3
I just got tickets to my favorite band's concert! I've been waiting years to see them live.,6
"The teacher gave us a lot of homework, and it's due tomorrow. I'm really worried I won't finish on time.",2
The new restaurant in town has the worst service. The waiters were rude and slow.,5
The baby took their first steps today. It's such a precious moment in their growth.,0
"The storm caused a power outage, and now all my food is going to spoil. This is so frustrating!",1
The movie ended with a twist that no one saw coming. It was shocking and intense!,4
The flowers in the garden are blooming beautifully this season. It's a lovely sight.,0
I can't believe my team won the championship! This is the best day ever!,0
I'm so frustrated with this endless traffic. Why does everything have to be so hard?,1
I'm terrified of flying. The thought of turbulence makes me sweat.,2
She passed away yesterday. I feel so lost and empty without her.,3
"Wow, I just saw the most incredible sunset—colors I've never seen before!",4
I'm disgusted by how some people treat animals. It's unforgivable.,5
I'm thrilled to start this new job! The opportunities are endless!,6
The rain is pouring today. Better stay indoors.,7
I woke up feeling amazing today. Everything seems perfect!,0
This project deadline is giving me anxiety. I'm scared I'll mess it up.,2
My boss just reprimanded me in front of the whole team. I'm fuming!,1
The loss of my pet was devastating. I still miss him so much.,3
I saw a shooting star last night! I made a wish—it felt magical!,4
Walking past a trash can that's overflowing with rotten waste makes me queasy.,5
I just bought tickets for a surprise trip abroad! I can't wait to explore!,6
The recipe for that dish is straightforward: mix all ingredients and bake.,7
I'm over the moon about my new puppy! Those puppy eyes are irresistible!,0
I'm feeling on edge due to this global crisis. It's overwhelming.,2
My friend lied to me about something important. I'm beyond angry.,1
Losing a loved one during a pandemic has been incredibly hard.,3
I just learned about a rare species of butterfly no one has seen in years.,4
I hate when people litter on streets. It's so disgusting!,5
I'm so thrilled to finally finish this marathon training. The finish line is near!,6
The weather forecast predicts rain all week. No major changes expected.,7
I had the time of my life at the rock concert last night! The energy was electric!,0
I absolutely loved the new album released by my favorite artist! The energy and creativity are unmatched.,0
I can't believe they're closing down the local bakery. It's been a staple of the neighborhood for years.,3
"This traffic is insane! I'm going to be late for my meeting, and it's not even rush hour yet.",1
I felt a chill down my spine when I heard that eerie sound in the quiet room. It was really unsettling.,2
"I just got the call that I got accepted into my dream university! I'm so excited, I can't even describe it.",6
"The presentation went smoothly, and we surpassed our targets. I'm feeling very positive about the future.",0
I just watched the most horrifying documentary about mass deforestation. It's truly disgusting how people treat the environment.,5
"I received an unexpected promotion at work. I'm still processing the news, but I'm absolutely thrilled!",4
"The weather forecast said it would rain all day, but the sun is shining brightly. What a surprise!",4
I spilled coffee all over my new laptop before my presentation. This day just keeps getting worse.,1
"The job offer was exactly what I expected—competitive salary, great benefits. It's a straightforward decision.",7
"I watched a suspenseful thriller last night, and it kept me on the edge of my seat. I was terrified halfway through!",2
I finally managed to fix the broken pipe in the kitchen. What a relief!,0
"I just saw the coolest sunset in my life. The colors were so vibrant, and it made my entire week.",0
I opened an email from my crush asking if I'd go on a date with them. I can't believe it; it feels surreal!,4
I heard a loud noise next door—it sounded like a fight was happening. I hope everything is okay.,2
"I found a new hiking trail in the mountains, and the scenery was breathtaking. It was such an adventure!",6
"I had a fantastic meal at the new restaurant downtown. The flavors were exceptional, and I couldn't stop raving about it.",0
"The doctor's test results showed I'm in perfect health. It feels like a relief, given my recent concern.",0
I watched the news about the recent school shooting. The reports are heartbreaking; it's so devastating.,3
I just booked my dream vacation to Hawaii. I can't wait to relax on the beach and explore the islands.,6
"I received an email confirming my visa application for my upcoming trip. It's a relief, and I'm excited to go!",0
"I saw a video of a cute puppy falling asleep on a fluffy blanket. It was so adorable, I almost burst into laughter!",0
"I was robbed at gunpoint while walking home late at night. The experience was terrifying, and I'm still shaken.",2
"I watched a documentary on the history of the internet, and it was fascinating to learn how far we've come.",7
I just got into a heated argument with my roommate about the cleanliness of the apartment. It's frustrating how inconsiderate people can be.,1
I can't believe we won the championship! This is incredible!,6
Why is this traffic so bad? I'm going to be late for my meeting!,1
I'm so scared to go to the doctor. What if they find something wrong?,2
I just found out my best friend is moving away. I'm going to miss her so much.,3
"Wow, I didn't expect the movie to have such a shocking twist!",4
"Ugh, the smell of that dumpster is absolutely disgusting!",5
It's a beautiful day outside. The sun is shining and the birds are singing.,0
The new policy at work is really frustrating. It doesn't make any sense.,1
I'm worried about the economy. What if it crashes again?,2
I feel so sad today. Everything just seems so pointless.,3
The fireworks display was absolutely amazing! I was so surprised by the colors!,6
The food at the new restaurant was absolutely horrible. I can't believe I wasted my money.,5
The weather report says it's going to rain all week. I'm not looking forward to that.,3
I just got a promotion at work! I'm so happy!,0
 Traffic in the city is always so chaotic during rush hour. It's infuriating.,1
I'm afraid to speak in public. What if I mess up?,2
I'm so surprised by how well the project turned out. It exceeded my expectations!,6
The smell of the sewage leak is unbearable. It's making me feel sick.,5
The news about the accident was really sad. My heart goes out to the families affected.,3
The concert was canceled due to the weather. I'm so disappointed.,3
I'm so excited for my trip to Japan next month! I've been planning this for a long time.,6
The service at this restaurant is terrible. They keep making mistakes with our orders.,1
"I'm afraid of heights, and the thought of going bungee jumping scares me.",2
The new technology at work is so efficient. It's going to make our jobs much easier.,0
The new city ordinance is really frustrating. It's going to cost us a lot of money.,1
I just heard that I got the job I interviewed for! I'm so excited to start next week.,6
I can't believe how beautifully the sun is setting over the ocean. It's absolutely stunning!,0
The food here is terrible. The service is also really slow. I'm so annoyed.,1
"I'm really worried about the upcoming exam. I haven't studied enough, and I'm getting stressed.",2
I just received the saddest news. My beloved dog passed away yesterday.,3
I can't believe what just happened! I won the lottery! This is incredible!,4
This garbage smell is making me feel so sick. I can't stand it.,5
The new policy requires us to work overtime without extra pay. I'm really frustrated.,1
The data shows a consistent upward trend in sales over the past quarter.,7
"I've been waiting for this movie to come out for months, and it's finally here! I'm so excited to watch it tonight.",6
Winning the lottery was the best moment of my life!,0
I just can't believe he cheated on me...,3
I'm so happy I got a promotion at work!,0
"That presentation went horribly, I should've been better prepared.",5
The world is running out of time to tackle climate change; it's scary.,2
I can't believe my favorite band is coming to town!,6
This city is in lockdown due to the COVID surge.,7
The earthquake yesterday terrified everyone in the city.,2
I'm absolutely livid that my coworker took credit for my work.,1
My daughter's first word was 'mommy' - it was such a magical moment!,0
I was shocked to see my ex walking hand-in-hand with my best friend.,4
The stock market is down 800 points today.,7
My team crushed the competition and won the championship!,0
I feel absolutely petrified about the job interview tomorrow.,2
That actor completely ruined the movie with their over-the-top performance.,5
Getting caught in the rain during my morning run was not fun.,5
My cat found a perfectly round stone in the garden - it's hilarious!,4
I was livid when I found out someone stole my bike.,1
The sunset today was absolutely breathtaking.,0
I was absolutely stunned to discover a hidden treasure chest in my backyard.,4
It's sad that the school cafeteria stops serving hot meals during the weekend.,3
The new feature launch is scheduled for next week at 3 PM.,7
I can't believe my flight was delayed for 5 hours - what a nightmare.,1
The horror movie tonight gave me nightmares for weeks.,2
I was thrilled to see that my team scored a goal in the final minute of the match.,6
The electricity bill increased by 50% this month - I'm not happy about it.,5
"The sun was setting, casting a warm golden glow over the quiet beach where a few seagulls circled lazily in the breeze.",7
I can't believe they canceled the concert last minute after all the time I spent waiting in line for tickets!,1
"Her hands trembled as she opened the door, half-expecting a ghostly figure to leap out from the darkened hallway.",2
Winning the science fair felt like lifting a thousand-pound weight off my shoulders—I’ve never been prouder!,0
"He scrolled through the news, his expression blank, noting the stock prices and weather forecast without reaction.",7
The smell of rotting garbage left in the summer heat made her retch uncontrollably.,5
"A puppy bounded into the room, tail wagging furiously, and dropped a soggy tennis ball at her feet.",0
"When they announced her promotion, she gasped and clutched her chest, utterly speechless for the first time in years.",4
"After months of preparation, the team finally launched the rocket, cheering wildly as it pierced the clouds.",6
"The doctor’s call came while she was cooking dinner, and the news left her frozen, the spaghetti boiling over unnoticed.",2
"Rain tapped against the window as she reread the old letters, tears staining the yellowed pages.",3
